latitude,longitude,timestamp,score
34.05137476093465,-118.24468031110132,2024-11-10 09:16:06,99
34.051226908735615,-118.24492747555134,2024-11-10 09:16:07,44
34.05115492431477,-118.24500716507688,2024-11-10 09:16:08,7
34.05110886043768,-118.24494945786417,2024-11-10 09:16:09,92
34.0512145726603,-118.24496976240277,2024-11-10 09:16:10,52
34.05124893448925,-118.24493264781543,2024-11-10 09:16:11,54
34.05107263047372,-118.2449930463341,2024-11-10 09:16:12,31
34.05110503887066,-118.24498438735536,2024-11-10 09:16:13,50
34.051066530642615,-118.2449999550789,2024-11-10 09:16:14,43
34.05099883844259,-118.24488317687273,2024-11-10 09:16:15,81
34.05106000607147,-118.2448577347884,2024-11-10 09:16:16,69
34.05116310602372,-118.24482397452219,2024-11-10 09:16:17,17
34.051256234035634,-118.2448651622188,2024-11-10 09:16:18,82
34.051172312283306,-118.24491392284122,2024-11-10 09:16:19,21
34.051141391045725,-118.24495717866,2024-11-10 09:16:20,36
34.051174517388866,-118.24491773344576,2024-11-10 09:16:21,95
34.05127207190158,-118.24495983189384,2024-11-10 09:16:22,55
34.051224154477794,-118.24493085440815,2024-11-10 09:16:23,58
34.051205588580125,-118.24472331432828,2024-11-10 09:16:24,2
34.051094955082725,-118.24463620185794,2024-11-10 09:16:25,27
34.050975334420315,-118.24466880421116,2024-11-10 09:16:26,73
34.051056587002556,-118.24454868281894,2024-11-10 09:16:27,34
34.051192211005414,-118.24458949035625,2024-11-10 09:16:28,60
34.051185009993254,-118.24479330280977,2024-11-10 09:16:29,92
34.05128536328304,-118.24489411144086,2024-11-10 09:16:30,53
34.05132152688555,-118.24508119063296,2024-11-10 09:16:31,62
34.051257014910085,-118.24511634198136,2024-11-10 09:16:32,78
34.05129315447064,-118.24511450014344,2024-11-10 09:16:33,96
34.051446958127286,-118.24494685641221,2024-11-10 09:16:34,6
34.05144337552338,-118.24491416367484,2024-11-10 09:16:35,75
34.05159983988896,-118.24493607372771,2024-11-10 09:16:36,48
34.05133786537855,-118.2448531331696,2024-11-10 09:16:37,93
34.05142005562899,-118.2450742467005,2024-11-10 09:16:38,84
34.05142876033581,-118.24505068524469,2024-11-10 09:16:39,30
34.05139885960076,-118.24497359872531,2024-11-10 09:16:40,57
34.05140803567841,-118.24512145734988,2024-11-10 09:16:41,60
34.051209278786956,-118.24500708194556,2024-11-10 09:16:42,23
34.05118731159817,-118.24497323230482,2024-11-10 09:16:43,19
34.051223022855325,-118.2450147610962,2024-11-10 09:16:44,36
34.0513708122598,-118.24495148290958,2024-11-10 09:16:45,3
34.05131898523797,-118.24472441362381,2024-11-10 09:16:46,91
34.05123813587768,-118.2447062269983,2024-11-10 09:16:47,19
34.05118796017332,-118.24468140493967,2024-11-10 09:16:48,59
34.05127950038509,-118.24472734102963,2024-11-10 09:16:49,23
34.05131237549606,-118.24481232546657,2024-11-10 09:16:50,49
34.05125939947568,-118.24472929188492,2024-11-10 09:16:51,48
34.05131072621899,-118.24481490026751,2024-11-10 09:16:52,50
34.05132043397393,-118.24480774364379,2024-11-10 09:16:53,95
34.051417298472984,-118.24485550938847,2024-11-10 09:16:54,35
34.05134709316359,-118.24480761140589,2024-11-10 09:16:55,97
34.05131432694893,-118.24477424519536,2024-11-10 09:16:56,99
34.05127511613362,-118.24467049120094,2024-11-10 09:16:57,65
34.051128764638804,-118.24472149284082,2024-11-10 09:16:58,78
34.051158376666514,-118.24474848033435,2024-11-10 09:16:59,33
34.05118448219373,-118.24484635670593,2024-11-10 09:17:00,35
34.051184993539394,-118.24489078603193,2024-11-10 09:17:01,5
34.05116153482606,-118.24485305598263,2024-11-10 09:17:02,38
34.05101999775185,-118.24477735712097,2024-11-10 09:17:03,41
34.05097793321958,-118.24486957365339,2024-11-10 09:17:04,57
34.050943661767924,-118.24478261306137,2024-11-10 09:17:05,11
34.050863434041,-118.2446470492755,2024-11-10 09:17:06,2
34.05084730546984,-118.24460570578518,2024-11-10 09:17:07,17
34.050887710555514,-118.24441802620392,2024-11-10 09:17:08,39
34.05107632914564,-118.24449540512383,2024-11-10 09:17:09,20
34.05109378692692,-118.24461987059416,2024-11-10 09:17:10,14
34.051119541965996,-118.24479774261904,2024-11-10 09:17:11,96
34.051112097374414,-118.2446481381879,2024-11-10 09:17:12,98
34.050920220252884,-118.24458270162226,2024-11-10 09:17:13,25
34.050917568865344,-118.24458826008936,2024-11-10 09:17:14,7
34.05092359188634,-118.24456026322672,2024-11-10 09:17:15,99
34.051169916097585,-118.24467281213145,2024-11-10 09:17:16,93
34.05115068000111,-118.24442823693349,2024-11-10 09:17:17,86
34.05118083473534,-118.2444153148153,2024-11-10 09:17:18,41
34.05117736355837,-118.24440437533583,2024-11-10 09:17:19,43
34.051060495754605,-118.24433179867344,2024-11-10 09:17:20,13
34.05117477803606,-118.24428369775028,2024-11-10 09:17:21,77
34.051249971339324,-118.24426130934785,2024-11-10 09:17:22,1
34.05132907453403,-118.24434035679339,2024-11-10 09:17:23,36
34.05123813578855,-118.24429320995768,2024-11-10 09:17:24,68
34.051378415219645,-118.24410500750803,2024-11-10 09:17:25,37
34.05123823011337,-118.24397046550341,2024-11-10 09:17:26,40
34.051296915822746,-118.24381114684074,2024-11-10 09:17:27,61
34.05151596138533,-118.24386226840839,2024-11-10 09:17:28,59
34.05141690775282,-118.24396122889041,2024-11-10 09:17:29,13
34.05136027797985,-118.24397380758242,2024-11-10 09:17:30,88
34.05137024311636,-118.2439682350912,2024-11-10 09:17:31,83
34.051319895550954,-118.24385881593935,2024-11-10 09:17:32,1
34.05116482920784,-118.24402806240232,2024-11-10 09:17:33,69
34.051171685505324,-118.24387510737037,2024-11-10 09:17:34,16
34.05106545513395,-118.24389090816024,2024-11-10 09:17:35,88
34.051112814377014,-118.24393359626723,2024-11-10 09:17:36,27
34.05102087195359,-118.24403480670475,2024-11-10 09:17:37,65
34.05117586539409,-118.24420029237194,2024-11-10 09:17:38,34
34.05109754006486,-118.24411797531354,2024-11-10 09:17:39,100
34.05106533391324,-118.24411064351682,2024-11-10 09:17:40,4
34.051146685634976,-118.2442396396068,2024-11-10 09:17:41,64
34.05102359920333,-118.24436914748401,2024-11-10 09:17:42,39
34.051046345196795,-118.24440272595393,2024-11-10 09:17:43,75
34.051177059472224,-118.2442358238014,2024-11-10 09:17:44,55
34.051016311148764,-118.24426178293655,2024-11-10 09:17:45,35
34.05103477453462,-118.24441209723186,2024-11-10 09:17:46,44
34.051060762814046,-118.24443667153827,2024-11-10 09:17:47,22
34.05113894510122,-118.24446394389524,2024-11-10 09:17:48,46
34.05101525003013,-118.24473363255953,2024-11-10 09:17:49,30
34.05088320436882,-118.24473906204618,2024-11-10 09:17:50,10
34.05093539852539,-118.2447621554992,2024-11-10 09:17:51,9
34.05096509699271,-118.24469253486272,2024-11-10 09:17:52,66
34.05099014627775,-118.24450763925323,2024-11-10 09:17:53,13
34.0510247910987,-118.24439498275028,2024-11-10 09:17:54,79
34.050956788626536,-118.24442187161932,2024-11-10 09:17:55,73
34.05098001399625,-118.2445325242102,2024-11-10 09:17:56,92
34.05100932124358,-118.24427518822988,2024-11-10 09:17:57,9
34.05093788610178,-118.24426926638648,2024-11-10 09:17:58,75
34.051124463552895,-118.24426787345729,2024-11-10 09:17:59,93
34.05117184684499,-118.244270285966,2024-11-10 09:18:00,0
34.05105271649526,-118.24425047748991,2024-11-10 09:18:01,4
34.05111837185613,-118.24426491353111,2024-11-10 09:18:02,19
34.05102090368911,-118.2443222797318,2024-11-10 09:18:03,7
34.05109961214948,-118.24437696562592,2024-11-10 09:18:04,42
34.05121547170738,-118.24438024095295,2024-11-10 09:18:05,75
34.051133403475546,-118.24443458343006,2024-11-10 09:18:06,0
34.05122974108847,-118.24450586800833,2024-11-10 09:18:07,56
34.051271019181165,-118.24449522498556,2024-11-10 09:18:08,63
34.05135322519716,-118.24452072270729,2024-11-10 09:18:09,83
34.05154290449543,-118.24437032340845,2024-11-10 09:18:10,27
34.051518365683826,-118.24463542038929,2024-11-10 09:18:11,36
34.05144299206739,-118.24452626970408,2024-11-10 09:18:12,46
34.05135404062443,-118.24440166118484,2024-11-10 09:18:13,100
34.051272459595936,-118.24460900020807,2024-11-10 09:18:14,75
34.051264749424995,-118.2446432689675,2024-11-10 09:18:15,36
34.051298864622474,-118.24468041305408,2024-11-10 09:18:16,48
34.05132653370241,-118.24482116422355,2024-11-10 09:18:17,43
34.05140925202731,-118.24489894589232,2024-11-10 09:18:18,55
34.0514105522165,-118.24501000347686,2024-11-10 09:18:19,27
34.05155590562421,-118.24483477643253,2024-11-10 09:18:20,78
34.05152943994089,-118.24474120859321,2024-11-10 09:18:21,5
34.05180145685755,-118.24461405308371,2024-11-10 09:18:22,60
34.05186402359233,-118.2445418858773,2024-11-10 09:18:23,19
34.051778307836685,-118.24465479105443,2024-11-10 09:18:24,77
34.051671218586876,-118.24470724308105,2024-11-10 09:18:25,1
34.051719465828405,-118.24465830562492,2024-11-10 09:18:26,72
34.05169711954987,-118.24478051840582,2024-11-10 09:18:27,36
34.05176851959928,-118.2447092185628,2024-11-10 09:18:28,19
34.05181584336174,-118.24473325110262,2024-11-10 09:18:29,25
34.05180856047047,-118.24477073318337,2024-11-10 09:18:30,28
34.05172388109867,-118.24469963718656,2024-11-10 09:18:31,0
34.051572396376194,-118.2446552108554,2024-11-10 09:18:32,34
34.05152774488099,-118.24469130747198,2024-11-10 09:18:33,69
34.05161338476042,-118.24457537449165,2024-11-10 09:18:34,100
34.051634794134834,-118.2446834808244,2024-11-10 09:18:35,58
34.051510220256965,-118.24462188726372,2024-11-10 09:18:36,68
34.051527538349546,-118.24456257713791,2024-11-10 09:18:37,32
34.051566070087524,-118.24459353178185,2024-11-10 09:18:38,50
34.0514776843439,-118.24456091847962,2024-11-10 09:18:39,77
34.0514930568545,-118.24468602983727,2024-11-10 09:18:40,11
34.05149887772634,-118.24459362713534,2024-11-10 09:18:41,19
34.051384580696556,-118.24461211734899,2024-11-10 09:18:42,52
34.05142035943259,-118.24466438965104,2024-11-10 09:18:43,87
34.05147643788523,-118.24455948872846,2024-11-10 09:18:44,42
34.05158474300955,-118.2446299230975,2024-11-10 09:18:45,97
34.05169012321475,-118.24477076922715,2024-11-10 09:18:46,88
34.05155235627795,-118.2449264321445,2024-11-10 09:18:47,49
34.051458573773964,-118.24486583114937,2024-11-10 09:18:48,28
34.051510077300684,-118.24499387408461,2024-11-10 09:18:49,56
34.05156145589577,-118.24481839466641,2024-11-10 09:18:50,38
34.05161296066441,-118.2450265876072,2024-11-10 09:18:51,94
34.05199823381347,-118.24485694197037,2024-11-10 09:18:52,55
34.05205532286454,-118.24483584022366,2024-11-10 09:18:53,42
34.05216887942856,-118.24484551153485,2024-11-10 09:18:54,49
34.052264279604906,-118.24490000344352,2024-11-10 09:18:55,22
34.05232941873004,-118.24486008983209,2024-11-10 09:18:56,43
34.05229789180557,-118.24486385330233,2024-11-10 09:18:57,37
34.05237378872762,-118.24475352311413,2024-11-10 09:18:58,83
34.05229650620617,-118.24474210034926,2024-11-10 09:18:59,22
34.05227282434549,-118.24472707017311,2024-11-10 09:19:00,44
34.05222428799071,-118.24476343139433,2024-11-10 09:19:01,51
34.05223247540465,-118.24476912595671,2024-11-10 09:19:02,79
34.052463941261315,-118.24473834577982,2024-11-10 09:19:03,49
34.05227721474206,-118.24490936261908,2024-11-10 09:19:04,7
34.0523458407611,-118.24504418116129,2024-11-10 09:19:05,84
34.05218456917398,-118.2449698547519,2024-11-10 09:19:06,0
34.0521373759874,-118.24495276820808,2024-11-10 09:19:07,7
34.052246271047096,-118.24497116654172,2024-11-10 09:19:08,28
34.052252699049006,-118.24496932314841,2024-11-10 09:19:09,95
34.05214492457121,-118.24493456497787,2024-11-10 09:19:10,4
34.052073394200285,-118.24498854094591,2024-11-10 09:19:11,85
34.05214135397518,-118.24506637141845,2024-11-10 09:19:12,46
34.052068317312006,-118.24504678689293,2024-11-10 09:19:13,33
34.052089963170964,-118.24514462417069,2024-11-10 09:19:14,64
34.052094520354956,-118.24510379889513,2024-11-10 09:19:15,54
34.0520293603202,-118.24527405725554,2024-11-10 09:19:16,89
34.052243754729126,-118.24517114169181,2024-11-10 09:19:17,42
34.052307146631364,-118.24512388194357,2024-11-10 09:19:18,73
34.052104632372696,-118.24509827897015,2024-11-10 09:19:19,29
34.05212327780417,-118.24500000987175,2024-11-10 09:19:20,81
34.05205709915769,-118.24483346242731,2024-11-10 09:19:21,16
34.05214234249117,-118.2447320254208,2024-11-10 09:19:22,25
34.052063090417334,-118.24491611284394,2024-11-10 09:19:23,7
34.052051616773184,-118.2450440705406,2024-11-10 09:19:24,46
34.052102115501086,-118.24510655239838,2024-11-10 09:19:25,75
34.0521886910205,-118.24510394329336,2024-11-10 09:19:26,90
34.05206866137979,-118.24505217739132,2024-11-10 09:19:27,71
34.05203521125621,-118.24512475177262,2024-11-10 09:19:28,88
34.051987716725094,-118.24510607509617,2024-11-10 09:19:29,45
34.05192238380184,-118.2451816133894,2024-11-10 09:19:30,67
34.05209892922586,-118.2452427651697,2024-11-10 09:19:31,32
34.05213942739696,-118.2453834312794,2024-11-10 09:19:32,0
34.052013339001526,-118.245475754604,2024-11-10 09:19:33,18
34.052105125196235,-118.24561092306458,2024-11-10 09:19:34,30
34.05231734081593,-118.24570851038986,2024-11-10 09:19:35,79
34.05242058734199,-118.2456031462102,2024-11-10 09:19:36,13
34.0522686503454,-118.24569808609908,2024-11-10 09:19:37,52
34.052220226938104,-118.24543484789261,2024-11-10 09:19:38,47
34.052346918053026,-118.24538551610252,2024-11-10 09:19:39,68
34.05227615110646,-118.24536703249015,2024-11-10 09:19:40,89
34.052320533049276,-118.24545286826816,2024-11-10 09:19:41,61
34.05239799645462,-118.24538283728023,2024-11-10 09:19:42,91
34.052305303407465,-118.24544040106285,2024-11-10 09:19:43,65
34.052299350871856,-118.24542820008138,2024-11-10 09:19:44,63
34.05197522413785,-118.24517219162756,2024-11-10 09:19:45,69
34.05187278537372,-118.24518179761753,2024-11-10 09:19:46,62
34.051847528558575,-118.2450668702849,2024-11-10 09:19:47,72
34.05172275024038,-118.24513718792741,2024-11-10 09:19:48,32
34.051885991370774,-118.24514068677647,2024-11-10 09:19:49,40
34.051742977232976,-118.2449636067129,2024-11-10 09:19:50,88
34.05169897278431,-118.24502630341868,2024-11-10 09:19:51,47
34.051712046842034,-118.24484505856287,2024-11-10 09:19:52,12
34.05185617417094,-118.24477428336934,2024-11-10 09:19:53,72
34.05171258795583,-118.24483053004693,2024-11-10 09:19:54,76
34.05182890433104,-118.24476728927301,2024-11-10 09:19:55,30
34.051829927637144,-118.24467003382806,2024-11-10 09:19:56,74
34.05173177677204,-118.24460785283183,2024-11-10 09:19:57,67
34.051777987119465,-118.24476487530382,2024-11-10 09:19:58,97
34.051797893089024,-118.2448375890214,2024-11-10 09:19:59,3
34.05173787140131,-118.24486234088496,2024-11-10 09:20:00,18
34.051744851609804,-118.24486978422787,2024-11-10 09:20:01,69
34.05170632025012,-118.24480771701812,2024-11-10 09:20:02,97
34.05171767198465,-118.24478994691802,2024-11-10 09:20:03,81
34.051783885052096,-118.2449234813539,2024-11-10 09:20:04,12
34.05194248673371,-118.24488546156878,2024-11-10 09:20:05,22
34.05181870518383,-118.24482440299427,2024-11-10 09:20:06,82
34.052032008521294,-118.24476842394947,2024-11-10 09:20:07,74
34.051836799741345,-118.24466034587691,2024-11-10 09:20:08,0
34.05182162123184,-118.24457695366146,2024-11-10 09:20:09,87
34.05188045295249,-118.24453103565354,2024-11-10 09:20:10,53
34.05190855213926,-118.24453805222468,2024-11-10 09:20:11,70
34.05184628218728,-118.24470414831804,2024-11-10 09:20:12,88
34.05182546996224,-118.24466118649612,2024-11-10 09:20:13,84
34.05177616986877,-118.24464041772741,2024-11-10 09:20:14,14
34.051717233393084,-118.24461325984369,2024-11-10 09:20:15,64
34.05180219360278,-118.24474093470127,2024-11-10 09:20:16,75
34.05183789515138,-118.2448490403553,2024-11-10 09:20:17,70
34.05176860419186,-118.24474372506998,2024-11-10 09:20:18,14
34.0518585641794,-118.24474768058536,2024-11-10 09:20:19,20
34.051889294131485,-118.24467953051563,2024-11-10 09:20:20,18
34.05197058034337,-118.244676698678,2024-11-10 09:20:21,59
34.05203354322756,-118.24467372306407,2024-11-10 09:20:22,92
34.05195064372647,-118.24457989468347,2024-11-10 09:20:23,88
34.05189462562245,-118.24463149915628,2024-11-10 09:20:24,32
34.051969354982965,-118.2446218870786,2024-11-10 09:20:25,48
34.052030392009506,-118.24466811460746,2024-11-10 09:20:26,95
34.05202830185011,-118.2447115642302,2024-11-10 09:20:27,34
34.05204003458844,-118.24474248144256,2024-11-10 09:20:28,43
34.05216780107802,-118.2447202680654,2024-11-10 09:20:29,89
34.052108643939135,-118.24476814292755,2024-11-10 09:20:30,10
34.05216335367725,-118.244642567315,2024-11-10 09:20:31,98
34.052143134412006,-118.24473202804522,2024-11-10 09:20:32,71
34.052121366291686,-118.24475071520963,2024-11-10 09:20:33,77
34.052231243976884,-118.24479468831547,2024-11-10 09:20:34,73
34.05231378561179,-118.24464999052702,2024-11-10 09:20:35,65
34.052395136575385,-118.24463033504938,2024-11-10 09:20:36,45
34.0525256844561,-118.24452715059543,2024-11-10 09:20:37,8
34.052527784840265,-118.24467570663273,2024-11-10 09:20:38,2
34.05259598013739,-118.24464900160615,2024-11-10 09:20:39,84
34.05256495346173,-118.24456003852659,2024-11-10 09:20:40,25
34.05259737009698,-118.24455181012766,2024-11-10 09:20:41,71
34.052584355791545,-118.24444526209015,2024-11-10 09:20:42,47
34.05259405538804,-118.24449699093516,2024-11-10 09:20:43,65
34.05265357109059,-118.24435605619114,2024-11-10 09:20:44,69
34.05257174902226,-118.24412616637878,2024-11-10 09:20:45,27
34.052780987749834,-118.24416245023482,2024-11-10 09:20:46,92
34.05268038601168,-118.24420700048697,2024-11-10 09:20:47,25
34.052558967150404,-118.24406166203926,2024-11-10 09:20:48,24
34.05267477823775,-118.24390370482467,2024-11-10 09:20:49,11
34.05275394450715,-118.24395599082739,2024-11-10 09:20:50,4
34.052816356488854,-118.2439980095091,2024-11-10 09:20:51,97
34.052879191039786,-118.24402618797,2024-11-10 09:20:52,47
34.052877966362495,-118.2441606330211,2024-11-10 09:20:53,36
34.05278824092535,-118.24425249821574,2024-11-10 09:20:54,78
34.05279582138117,-118.24435291229241,2024-11-10 09:20:55,43
34.052728105210015,-118.24442969204893,2024-11-10 09:20:56,99
34.05282561718336,-118.24443316053767,2024-11-10 09:20:57,14
34.052810911445206,-118.24440973906441,2024-11-10 09:20:58,42
34.05272836172553,-118.24425468901514,2024-11-10 09:20:59,47
34.05269622314136,-118.24435452441921,2024-11-10 09:21:00,86
34.05273751628679,-118.24425609217936,2024-11-10 09:21:01,69
34.052681143831514,-118.24427749106378,2024-11-10 09:21:02,45
34.052598921791954,-118.24428243743475,2024-11-10 09:21:03,42
34.052623290513104,-118.24421495548553,2024-11-10 09:21:04,20
34.052647787170216,-118.24432722768768,2024-11-10 09:21:05,22
34.05259709285268,-118.24428898671306,2024-11-10 09:21:06,79
34.05254998902212,-118.24427234149225,2024-11-10 09:21:07,46
34.05257319401585,-118.24422309636584,2024-11-10 09:21:08,14
34.0524283855817,-118.24419417950145,2024-11-10 09:21:09,24
34.052287639204266,-118.24394864948746,2024-11-10 09:21:10,35
34.052215794782136,-118.24401242348588,2024-11-10 09:21:11,74
34.05219445006697,-118.24406552318139,2024-11-10 09:21:12,50
34.05222554082353,-118.24412783723403,2024-11-10 09:21:13,14
34.05237307644522,-118.24418338494594,2024-11-10 09:21:14,67
34.052458842407546,-118.24424712365868,2024-11-10 09:21:15,20
34.05244284855455,-118.24412822200557,2024-11-10 09:21:16,12
34.05244094693376,-118.24398617158077,2024-11-10 09:21:17,85
34.052340693997294,-118.24404324621014,2024-11-10 09:21:18,18
34.052338842683696,-118.24412648176745,2024-11-10 09:21:19,33
34.0523099768198,-118.24407934021181,2024-11-10 09:21:20,77
34.052342248675835,-118.24413456251624,2024-11-10 09:21:21,67
34.052259525581476,-118.24407126933447,2024-11-10 09:21:22,51
34.0523114602329,-118.24405097703239,2024-11-10 09:21:23,26
34.05246473412421,-118.24420255144388,2024-11-10 09:21:24,28
34.05245385810936,-118.24404780092375,2024-11-10 09:21:25,27
34.05249402928157,-118.24386821315643,2024-11-10 09:21:26,34
34.05256304368074,-118.24392949202549,2024-11-10 09:21:27,7
34.05252292163355,-118.24396826218148,2024-11-10 09:21:28,15
34.052545330881735,-118.24393967564241,2024-11-10 09:21:29,35
34.05254659012181,-118.24390622996341,2024-11-10 09:21:30,29
34.05255635773167,-118.24384037553614,2024-11-10 09:21:31,17
34.05247905675328,-118.24363935508227,2024-11-10 09:21:32,1
34.05248150777071,-118.24365704980501,2024-11-10 09:21:33,48
34.05253130759983,-118.24373687952946,2024-11-10 09:21:34,76
34.05267642196061,-118.24387481145227,2024-11-10 09:21:35,3
34.05277234904322,-118.24394790445626,2024-11-10 09:21:36,89
34.05298766728897,-118.24395121715355,2024-11-10 09:21:37,88
34.05291093253268,-118.2437717613672,2024-11-10 09:21:38,93
34.05299816459635,-118.24382352249711,2024-11-10 09:21:39,74
34.05301649879693,-118.24380114370194,2024-11-10 09:21:40,6
34.05323547909025,-118.24380278599155,2024-11-10 09:21:41,94
34.053154649261714,-118.2436839466642,2024-11-10 09:21:42,73
34.05307067707749,-118.24343125342162,2024-11-10 09:21:43,38
34.05301073781295,-118.2434843402989,2024-11-10 09:21:44,12
34.05279834824052,-118.24353328424316,2024-11-10 09:21:45,30
34.05274577273835,-118.24342886815545,2024-11-10 09:21:46,70
34.052669859472196,-118.24336067900649,2024-11-10 09:21:47,62
34.05268489885084,-118.24317600827392,2024-11-10 09:21:48,55
34.05271907444842,-118.24311761545538,2024-11-10 09:21:49,41
34.05290669153234,-118.24315354466447,2024-11-10 09:21:50,60
34.05300173391616,-118.2430944791814,2024-11-10 09:21:51,41
34.052944043550596,-118.24298360882334,2024-11-10 09:21:52,55
34.05285420208346,-118.24290156060522,2024-11-10 09:21:53,35
34.05290339400061,-118.2428508332021,2024-11-10 09:21:54,83
34.052771370679906,-118.24274416573314,2024-11-10 09:21:55,67
34.0529545165565,-118.2426272361741,2024-11-10 09:21:56,6
34.053072460568565,-118.242489020275,2024-11-10 09:21:57,53
34.05302554300336,-118.24242414928624,2024-11-10 09:21:58,0
34.05285422955045,-118.24244086109427,2024-11-10 09:21:59,43
34.05298961678786,-118.24242618972562,2024-11-10 09:22:00,44
34.052978162803335,-118.24230553882897,2024-11-10 09:22:01,46
34.05310194443454,-118.24238723239607,2024-11-10 09:22:02,12
34.05294250166865,-118.24235036506519,2024-11-10 09:22:03,21
34.05288256416636,-118.24238969894641,2024-11-10 09:22:04,20
34.05288308853633,-118.24238682446412,2024-11-10 09:22:05,85
34.05288778659571,-118.24225897927786,2024-11-10 09:22:06,91
34.05284278004856,-118.24223986937106,2024-11-10 09:22:07,8
34.0529050650418,-118.24223522571624,2024-11-10 09:22:08,25
34.05279830299886,-118.24237121133035,2024-11-10 09:22:09,8
34.05278406505035,-118.24229658597375,2024-11-10 09:22:10,14
34.05279609461353,-118.24223203755562,2024-11-10 09:22:11,9
34.052847538496934,-118.2420157120833,2024-11-10 09:22:12,87
34.052918699984744,-118.2420464899068,2024-11-10 09:22:13,41
34.052806235775556,-118.24202457487402,2024-11-10 09:22:14,71
34.05265282435848,-118.24199963650565,2024-11-10 09:22:15,23
34.052780592040676,-118.24184189117769,2024-11-10 09:22:16,79
34.05281382344187,-118.24185142073091,2024-11-10 09:22:17,48
34.05273897478821,-118.24182351857834,2024-11-10 09:22:18,25
34.05289408998577,-118.24176272892737,2024-11-10 09:22:19,90
34.052905657449195,-118.24174406801505,2024-11-10 09:22:20,36
34.0530235871676,-118.24178871137651,2024-11-10 09:22:21,67
34.05303033901574,-118.24176930237722,2024-11-10 09:22:22,49
34.053236413808236,-118.24166193920223,2024-11-10 09:22:23,23
34.05341194789248,-118.24176459073217,2024-11-10 09:22:24,18
34.05338705147763,-118.24175129376476,2024-11-10 09:22:25,99
34.053484208572726,-118.24182130584626,2024-11-10 09:22:26,59
34.053548746167685,-118.24170180118335,2024-11-10 09:22:27,38
34.05368560932344,-118.24185411987384,2024-11-10 09:22:28,73
34.05358911697738,-118.24191001205857,2024-11-10 09:22:29,88
34.053657722123376,-118.24187229087106,2024-11-10 09:22:30,17
34.053763564572066,-118.24171573846813,2024-11-10 09:22:31,18
34.053587690623424,-118.24172231349424,2024-11-10 09:22:32,35
34.053469364772155,-118.24177783344692,2024-11-10 09:22:33,73
34.05326544155438,-118.24158971773997,2024-11-10 09:22:34,96
34.05323850087093,-118.24173451913,2024-11-10 09:22:35,54
34.05331025509651,-118.24195439972567,2024-11-10 09:22:36,68
34.053460490801726,-118.24191039828067,2024-11-10 09:22:37,46
34.05346790027976,-118.2419606037031,2024-11-10 09:22:38,48
